Indicator,Group,State,Subgroup,Time Period Label,Time Period End Date,Value
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,Feb 3 - Feb 15,02/15/2021,22.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,Feb 3 - Feb 15,02/15/2021,17.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,Feb 3 - Feb 15,02/15/2021,21.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,Feb 3 - Feb 15,02/15/2021,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,Feb 3 - Feb 15,02/15/2021,20.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,Feb 3 - Feb 15,02/15/2021,21.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,Feb 3 - Feb 15,02/15/2021,21.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Feb 3 - Feb 15,02/15/2021,22.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,Feb 3 - Feb 15,02/15/2021,20.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,Feb 3 - Feb 15,02/15/2021,16.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,Feb 3 - Feb 15,02/15/2021,22.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,Feb 3 - Feb 15,02/15/2021,17.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,Feb 3 - Feb 15,02/15/2021,16.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,Feb 3 - Feb 15,02/15/2021,15.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,Feb 3 - Feb 15,02/15/2021,29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Feb 3 - Feb 15,02/15/2021,17.7
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,Feb 3 - Feb 15,02/15/2021,21.3
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,Feb 3 - Feb 15,02/15/2021,30.9
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,Feb 3 - Feb 15,02/15/2021,23.6
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,Feb 3 - Feb 15,02/15/2021,21.3
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,Feb 3 - Feb 15,02/15/2021,17.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,Feb 3 - Feb 15,02/15/2021,21.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Feb 3 - Feb 15,02/15/2021,25.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,Feb 3 - Feb 15,02/15/2021,24.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Feb 3 - Feb 15,02/15/2021,19.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Feb 3 - Feb 15,02/15/2021,20.5
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,Feb 3 - Feb 15,02/15/2021,21.2
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,Feb 3 - Feb 15,02/15/2021,19.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,Feb 3 - Feb 15,02/15/2021,23.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,Feb 3 - Feb 15,02/15/2021,24
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,Feb 3 - Feb 15,02/15/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,Feb 3 - Feb 15,02/15/2021,20.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,Feb 3 - Feb 15,02/15/2021,22.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,Feb 3 - Feb 15,02/15/2021,27
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,Feb 3 - Feb 15,02/15/2021,27.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Feb 3 - Feb 15,02/15/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,Feb 3 - Feb 15,02/15/2021,22.3
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Feb 17 - Mar 1,03/01/2021,28
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Feb 17 - Mar 1,03/01/2021,29.3
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Feb 17 - Mar 1,03/01/2021,29.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Feb 17 - Mar 1,03/01/2021,29.5
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Feb 17 - Mar 1,03/01/2021,27.3
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Feb 17 - Mar 1,03/01/2021,21.6
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Feb 17 - Mar 1,03/01/2021,19.8
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,Feb 17 - Mar 1,03/01/2021,24.3
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,Feb 17 - Mar 1,03/01/2021,31.1
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,Feb 17 - Mar 1,03/01/2021,31.3
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,Feb 17 - Mar 1,03/01/2021,28.3
"Delayed Medical Care, Last 4 Weeks",By State,California,California,Feb 17 - Mar 1,03/01/2021,32.9
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,Feb 17 - Mar 1,03/01/2021,28
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,Feb 17 - Mar 1,03/01/2021,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,Feb 17 - Mar 1,03/01/2021,21.6
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Feb 17 - Mar 1,03/01/2021,29.1
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,Feb 17 - Mar 1,03/01/2021,27.5
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,Feb 17 - Mar 1,03/01/2021,23.8
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,Feb 17 - Mar 1,03/01/2021,23.6
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,Feb 17 - Mar 1,03/01/2021,23.6
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,Feb 17 - Mar 1,03/01/2021,28.5
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,Feb 17 - Mar 1,03/01/2021,26.1
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,Feb 17 - Mar 1,03/01/2021,21.6
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,Feb 17 - Mar 1,03/01/2021,23
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,Feb 17 - Mar 1,03/01/2021,25.3
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,Feb 17 - Mar 1,03/01/2021,23.6
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,Feb 17 - Mar 1,03/01/2021,31.1
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,Feb 17 - Mar 1,03/01/2021,28.5
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Feb 17 - Mar 1,03/01/2021,30.3
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,Feb 17 - Mar 1,03/01/2021,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,Feb 17 - Mar 1,03/01/2021,25
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,Feb 17 - Mar 1,03/01/2021,26.5
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,Feb 17 - Mar 1,03/01/2021,24.6
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,Feb 17 - Mar 1,03/01/2021,19.9
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,Feb 17 - Mar 1,03/01/2021,22.4
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,Feb 17 - Mar 1,03/01/2021,26.8
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Feb 17 - Mar 1,03/01/2021,24
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,Feb 17 - Mar 1,03/01/2021,26.5
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Feb 17 - Mar 1,03/01/2021,35.2
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,Feb 17 - Mar 1,03/01/2021,28.5
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,Feb 17 - Mar 1,03/01/2021,27.9
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,Feb 17 - Mar 1,03/01/2021,17.3
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,Feb 17 - Mar 1,03/01/2021,24.2
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Feb 17 - Mar 1,03/01/2021,32.1
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,Feb 17 - Mar 1,03/01/2021,31.8
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Feb 17 - Mar 1,03/01/2021,25.8
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Feb 17 - Mar 1,03/01/2021,25
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,Feb 17 - Mar 1,03/01/2021,22.4
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,Feb 17 - Mar 1,03/01/2021,22.5
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,Feb 17 - Mar 1,03/01/2021,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,Feb 17 - Mar 1,03/01/2021,29.1
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,Feb 17 - Mar 1,03/01/2021,24.7
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,Feb 17 - Mar 1,03/01/2021,25.2
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,Feb 17 - Mar 1,03/01/2021,25.7
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,Feb 17 - Mar 1,03/01/2021,28.4
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,Feb 17 - Mar 1,03/01/2021,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Feb 17 - Mar 1,03/01/2021,20.4
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,Feb 17 - Mar 1,03/01/2021,20.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,Feb 17 - Mar 1,03/01/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,Feb 17 - Mar 1,03/01/2021,23
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,Feb 17 - Mar 1,03/01/2021,24.3
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,Feb 17 - Mar 1,03/01/2021,24.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,Feb 17 - Mar 1,03/01/2021,20.9
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,Feb 17 - Mar 1,03/01/2021,15.1
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,Feb 17 - Mar 1,03/01/2021,13
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,Feb 17 - Mar 1,03/01/2021,18.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,Feb 17 - Mar 1,03/01/2021,21.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,Feb 17 - Mar 1,03/01/2021,24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,Feb 17 - Mar 1,03/01/2021,22.3
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,Feb 17 - Mar 1,03/01/2021,25
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,Feb 17 - Mar 1,03/01/2021,18.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,Feb 17 - Mar 1,03/01/2021,22.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,Feb 17 - Mar 1,03/01/2021,17.6
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Feb 17 - Mar 1,03/01/2021,18.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,Feb 17 - Mar 1,03/01/2021,19.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,Feb 17 - Mar 1,03/01/2021,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,Feb 17 - Mar 1,03/01/2021,18.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,Feb 17 - Mar 1,03/01/2021,17.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,Feb 17 - Mar 1,03/01/2021,20.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,Feb 17 - Mar 1,03/01/2021,20.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,Feb 17 - Mar 1,03/01/2021,16.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,Feb 17 - Mar 1,03/01/2021,17
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,Feb 17 - Mar 1,03/01/2021,19.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,Feb 17 - Mar 1,03/01/2021,23.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,Feb 17 - Mar 1,03/01/2021,21.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,Feb 17 - Mar 1,03/01/2021,19.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Feb 17 - Mar 1,03/01/2021,20.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,Feb 17 - Mar 1,03/01/2021,21.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,Feb 17 - Mar 1,03/01/2021,18.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,Feb 17 - Mar 1,03/01/2021,24
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,Feb 17 - Mar 1,03/01/2021,19.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,Feb 17 - Mar 1,03/01/2021,14.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,Feb 17 - Mar 1,03/01/2021,14.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,Feb 17 - Mar 1,03/01/2021,21.7
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Feb 17 - Mar 1,03/01/2021,18.1
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,Feb 17 - Mar 1,03/01/2021,19.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,Feb 17 - Mar 1,03/01/2021,27.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,Feb 17 - Mar 1,03/01/2021,22.3
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,Feb 17 - Mar 1,03/01/2021,24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,Feb 17 - Mar 1,03/01/2021,12.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,Feb 17 - Mar 1,03/01/2021,18.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Feb 17 - Mar 1,03/01/2021,26.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,Feb 17 - Mar 1,03/01/2021,24.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Feb 17 - Mar 1,03/01/2021,21
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Feb 17 - Mar 1,03/01/2021,18.8
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,Feb 17 - Mar 1,03/01/2021,19.5
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,Feb 17 - Mar 1,03/01/2021,17.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,Feb 17 - Mar 1,03/01/2021,22.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,Feb 17 - Mar 1,03/01/2021,23
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,Feb 17 - Mar 1,03/01/2021,17.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,Feb 17 - Mar 1,03/01/2021,17.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,Feb 17 - Mar 1,03/01/2021,20.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,Feb 17 - Mar 1,03/01/2021,19.4
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,Feb 17 - Mar 1,03/01/2021,21.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Feb 17 - Mar 1,03/01/2021,16.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,Feb 17 - Mar 1,03/01/2021,16.9
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Jun 9 - Jun 21,06/21/2021,22.3
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 3 - Mar 15,03/15/2021,26.9
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 3 - Mar 15,03/15/2021,30.4
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 3 - Mar 15,03/15/2021,28.5
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 3 - Mar 15,03/15/2021,28.3
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 3 - Mar 15,03/15/2021,25.1
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 3 - Mar 15,03/15/2021,20.6
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,Mar 3 - Mar 15,03/15/2021,17.9
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,Mar 3 - Mar 15,03/15/2021,26.1
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,Mar 3 - Mar 15,03/15/2021,27.9
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,Mar 3 - Mar 15,03/15/2021,28.7
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 3 - Mar 15,03/15/2021,27.3
"Delayed Medical Care, Last 4 Weeks",By State,California,California,Mar 3 - Mar 15,03/15/2021,33.4
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,Mar 3 - Mar 15,03/15/2021,27.1
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 3 - Mar 15,03/15/2021,28.8
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,Mar 3 - Mar 15,03/15/2021,24.1
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 3 - Mar 15,03/15/2021,35.6
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,Mar 3 - Mar 15,03/15/2021,24.4
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,Mar 3 - Mar 15,03/15/2021,21.6
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 3 - Mar 15,03/15/2021,24.8
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,Mar 3 - Mar 15,03/15/2021,23.8
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,Mar 3 - Mar 15,03/15/2021,26.9
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,Mar 3 - Mar 15,03/15/2021,21.5
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,Mar 3 - Mar 15,03/15/2021,20.3
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,Mar 3 - Mar 15,03/15/2021,23.5
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 3 - Mar 15,03/15/2021,25
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,Mar 3 - Mar 15,03/15/2021,26.3
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,Mar 3 - Mar 15,03/15/2021,24.8
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,Mar 3 - Mar 15,03/15/2021,30.5
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,Mar 3 - Mar 15,03/15/2021,27.9
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,Mar 3 - Mar 15,03/15/2021,25.2
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 3 - Mar 15,03/15/2021,23.9
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 3 - Mar 15,03/15/2021,24.4
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,Mar 3 - Mar 15,03/15/2021,25.9
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,Mar 3 - Mar 15,03/15/2021,22.7
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 3 - Mar 15,03/15/2021,19.4
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,Mar 3 - Mar 15,03/15/2021,25.6
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 3 - Mar 15,03/15/2021,23
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 3 - Mar 15,03/15/2021,26.3
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 3 - Mar 15,03/15/2021,37.5
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,Mar 3 - Mar 15,03/15/2021,28
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 3 - Mar 15,03/15/2021,22.5
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 3 - Mar 15,03/15/2021,16.6
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,Mar 3 - Mar 15,03/15/2021,27.4
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 3 - Mar 15,03/15/2021,27.6
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,Mar 3 - Mar 15,03/15/2021,32.1
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 3 - Mar 15,03/15/2021,24.6
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 3 - Mar 15,03/15/2021,28.9
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 3 - Mar 15,03/15/2021,23.6
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 3 - Mar 15,03/15/2021,19.7
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 3 - Mar 15,03/15/2021,25
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,Mar 3 - Mar 15,03/15/2021,27
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,Mar 3 - Mar 15,03/15/2021,22.2
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,Mar 3 - Mar 15,03/15/2021,23.9
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,Mar 3 - Mar 15,03/15/2021,26.5
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,Mar 3 - Mar 15,03/15/2021,28.3
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 3 - Mar 15,03/15/2021,26.7
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 3 - Mar 15,03/15/2021,23.4
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 3 - Mar 15,03/15/2021,22.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 3 - Mar 15,03/15/2021,19.3
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 3 - Mar 15,03/15/2021,21.1
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 3 - Mar 15,03/15/2021,21.5
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 3 - Mar 15,03/15/2021,21.9
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 3 - Mar 15,03/15/2021,18.8
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 3 - Mar 15,03/15/2021,15
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,Mar 3 - Mar 15,03/15/2021,18.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,Mar 3 - Mar 15,03/15/2021,23.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,Mar 3 - Mar 15,03/15/2021,22.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,Mar 3 - Mar 15,03/15/2021,23.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 3 - Mar 15,03/15/2021,20.4
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,Mar 3 - Mar 15,03/15/2021,25
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,Mar 3 - Mar 15,03/15/2021,19.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 3 - Mar 15,03/15/2021,22.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,Mar 3 - Mar 15,03/15/2021,15
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 3 - Mar 15,03/15/2021,26
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,Mar 3 - Mar 15,03/15/2021,16.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,Mar 3 - Mar 15,03/15/2021,17.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 3 - Mar 15,03/15/2021,16.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,Mar 3 - Mar 15,03/15/2021,17.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,Mar 3 - Mar 15,03/15/2021,18.1
