Indicator,Group,State,Subgroup,Phase,Time Period Label,Value
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Pennsylvania,Pennsylvania,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Rhode Island,Rhode Island,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Carolina,South Carolina,"3,7","Dec 9 - Dec 19, 2022",81.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Dakota,South Dakota,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Tennessee,Tennessee,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Texas,Texas,"3,7","Dec 9 - Dec 19, 2022",85.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Utah,Utah,"3,7","Dec 9 - Dec 19, 2022",83.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Vermont,Vermont,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Virginia,Virginia,"3,7","Dec 9 - Dec 19, 2022",85.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Washington,Washington,"3,7","Dec 9 - Dec 19, 2022",81.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,West Virginia,West Virginia,"3,7","Dec 9 - Dec 19, 2022",78.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Wisconsin,Wisconsin,"3,7","Dec 9 - Dec 19, 2022",79.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Wyoming,Wyoming,"3,7","Dec 9 - Dec 19, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,"3,7","Jan 4 - Jan 16, 2023",27.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,"3,7","Jan 4 - Jan 16, 2023",26.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,40 - 49 years,"3,7","Jan 4 - Jan 16, 2023",30.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,50 - 59 years,"3,7","Jan 4 - Jan 16, 2023",33.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,60 - 69 years,"3,7","Jan 4 - Jan 16, 2023",28.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,70 - 79 years,"3,7","Jan 4 - Jan 16, 2023",22.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,80 years and above,"3,7","Jan 4 - Jan 16, 2023",18.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alabama,Alabama,"3,7","Jan 4 - Jan 16, 2023",34.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alaska,Alaska,"3,7","Jan 4 - Jan 16, 2023",27.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arizona,Arizona,"3,7","Jan 4 - Jan 16, 2023",30.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arkansas,Arkansas,"3,7","Jan 4 - Jan 16, 2023",39.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,California,California,"3,7","Jan 4 - Jan 16, 2023",27.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Colorado,Colorado,"3,7","Jan 4 - Jan 16, 2023",29.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Connecticut,Connecticut,"3,7","Jan 4 - Jan 16, 2023",26.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Delaware,Delaware,"3,7","Jan 4 - Jan 16, 2023",29.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,District of Columbia,District of Columbia,"3,7","Jan 4 - Jan 16, 2023",12.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Florida,Florida,"3,7","Jan 4 - Jan 16, 2023",29.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Georgia,Georgia,"3,7","Jan 4 - Jan 16, 2023",30.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Hawaii,Hawaii,"3,7","Jan 4 - Jan 16, 2023",21.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Idaho,Idaho,"3,7","Jan 4 - Jan 16, 2023",31.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Illinois,Illinois,"3,7","Jan 4 - Jan 16, 2023",24.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Indiana,Indiana,"3,7","Jan 4 - Jan 16, 2023",32.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Iowa,Iowa,"3,7","Jan 4 - Jan 16, 2023",29.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kansas,Kansas,"3,7","Jan 4 - Jan 16, 2023",35.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kentucky,Kentucky,"3,7","Jan 4 - Jan 16, 2023",28.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Louisiana,Louisiana,"3,7","Jan 4 - Jan 16, 2023",25.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maine,Maine,"3,7","Jan 4 - Jan 16, 2023",24.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maryland,Maryland,"3,7","Jan 4 - Jan 16, 2023",25.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Massachusetts,Massachusetts,"3,7","Jan 4 - Jan 16, 2023",24.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Michigan,Michigan,"3,7","Jan 4 - Jan 16, 2023",26.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,"3,7","Jan 4 - Jan 16, 2023",24.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,"3,7","Jan 4 - Jan 16, 2023",31.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,"3,7","Jan 4 - Jan 16, 2023",27.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,"3,7","Jan 4 - Jan 16, 2023",32.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,"3,7","Jan 4 - Jan 16, 2023",24.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,"3,7","Jan 4 - Jan 16, 2023",28.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,"3,7","Jan 4 - Jan 16, 2023",22.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,"3,7","Jan 4 - Jan 16, 2023",23.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,"3,7","Jan 4 - Jan 16, 2023",31.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,"3,7","Jan 4 - Jan 16, 2023",25.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,"3,7","Jan 4 - Jan 16, 2023",30.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,"3,7","Jan 4 - Jan 16, 2023",30.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,"3,7","Jan 4 - Jan 16, 2023",25.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,"3,7","Jan 4 - Jan 16, 2023",33.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,"3,7","Jan 4 - Jan 16, 2023",29.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,"3,7","Jan 4 - Jan 16, 2023",27.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,"3,7","Jan 4 - Jan 16, 2023",26.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,"3,7","Jan 4 - Jan 16, 2023",29.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,"3,7","Jan 4 - Jan 16, 2023",32.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,"3,7","Jan 4 - Jan 16, 2023",32.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,"3,7","Jan 4 - Jan 16, 2023",30.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,"3,7","Jan 4 - Jan 16, 2023",33.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,"3,7","Jan 4 - Jan 16, 2023",21.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,"3,7","Jan 4 - Jan 16, 2023",27.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,"3,7","Jan 4 - Jan 16, 2023",26.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,"3,7","Jan 4 - Jan 16, 2023",34.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,"3,7","Jan 4 - Jan 16, 2023",30.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,"3,7","Jan 4 - Jan 16, 2023",36.1
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,"3,7","Jan 4 - Jan 16, 2023",5.2
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,"3,7","Jan 4 - Jan 16, 2023",6.2
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,"3,7","Jan 4 - Jan 16, 2023",7.1
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,"3,7","Jan 4 - Jan 16, 2023",7.1
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,"3,7","Jan 4 - Jan 16, 2023",5.5
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,"3,7","Jan 4 - Jan 16, 2023",3.7
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,"3,7","Jan 4 - Jan 16, 2023",2.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Alabama,Alabama,"3,7","Jan 4 - Jan 16, 2023",7.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Alaska,Alaska,"3,7","Jan 4 - Jan 16, 2023",4.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Arizona,Arizona,"3,7","Jan 4 - Jan 16, 2023",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Arkansas,Arkansas,"3,7","Jan 4 - Jan 16, 2023",8.0
"Currently experiencing long COVID, as a percentage of all adults",By State,California,California,"3,7","Jan 4 - Jan 16, 2023",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Colorado,Colorado,"3,7","Jan 4 - Jan 16, 2023",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Connecticut,Connecticut,"3,7","Jan 4 - Jan 16, 2023",7.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Delaware,Delaware,"3,7","Jan 4 - Jan 16, 2023",8.4
"Currently experiencing long COVID, as a percentage of all adults",By State,District of Columbia,District of Columbia,"3,7","Jan 4 - Jan 16, 2023",3.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Florida,Florida,"3,7","Jan 4 - Jan 16, 2023",5.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Georgia,Georgia,"3,7","Jan 4 - Jan 16, 2023",5.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Hawaii,Hawaii,"3,7","Jan 4 - Jan 16, 2023",3.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Idaho,Idaho,"3,7","Jan 4 - Jan 16, 2023",6.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Illinois,Illinois,"3,7","Jan 4 - Jan 16, 2023",3.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Indiana,Indiana,"3,7","Jan 4 - Jan 16, 2023",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Iowa,Iowa,"3,7","Jan 4 - Jan 16, 2023",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Kansas,Kansas,"3,7","Jan 4 - Jan 16, 2023",6.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Kentucky,Kentucky,"3,7","Jan 4 - Jan 16, 2023",5.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Louisiana,Louisiana,"3,7","Jan 4 - Jan 16, 2023",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Maine,Maine,"3,7","Jan 4 - Jan 16, 2023",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Maryland,Maryland,"3,7","Jan 4 - Jan 16, 2023",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Massachusetts,Massachusetts,"3,7","Jan 4 - Jan 16, 2023",5.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Michigan,Michigan,"3,7","Jan 4 - Jan 16, 2023",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Minnesota,Minnesota,"3,7","Jan 4 - Jan 16, 2023",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Mississippi,Mississippi,"3,7","Jan 4 - Jan 16, 2023",8.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Missouri,Missouri,"3,7","Jan 4 - Jan 16, 2023",5.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Montana,Montana,"3,7","Jan 4 - Jan 16, 2023",7.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Nebraska,Nebraska,"3,7","Jan 4 - Jan 16, 2023",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Nevada,Nevada,"3,7","Jan 4 - Jan 16, 2023",5.8
